Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;131;-;-;131;-;-
Wählende;87;66,4 %;-;87;66,4 %;-
Ungültige Stimmen;3;3,4 %;-;1;1,1 %;-
Gültige Stimmen;84;96,6 %;-;86;98,9 %;-
SPD;30;35,7 %;-;24;27,9 %;-
AfD;31;36,9 %;-;30;34,9 %;-
CDU;11;13,1 %;-;12;14,0 %;-
GRÜNE/B 90;1;1,2 %;-;3;3,5 %;-
DIE LINKE;8;9,5 %;-;6;7,0 %;-
BVB / FREIE WÄHLER;2;2,4 %;-;0;0,0 %;-
FDP;1;1,2 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;1,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;9;10,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;0;0,0 %;-;0;0,0 %;-
DLW;-;-;-;1;1,2 %;-
WU;-;-;-;0;0,0 %;-
