Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;841;-;-;841;-;-
Ungültige Stimmen;7;0,8 %;-;7;0,8 %;-
Gültige Stimmen;834;99,2 %;-;834;99,2 %;-
SPD;243;29,1 %;-;267;32,0 %;-
AfD;121;14,5 %;-;109;13,1 %;-
CDU;239;28,7 %;-;169;20,3 %;-
GRÜNE/B 90;74;8,9 %;-;59;7,1 %;-
DIE LINKE;58;7,0 %;-;22;2,6 %;-
BVB / FREIE WÄHLER;85;10,2 %;-;28;3,4 %;-
FDP;14;1,7 %;-;13;1,6 %;-
Tierschutzpartei;-;-;-;24;2,9 %;-
Plus;-;-;-;12;1,4 %;-
BSW;-;-;-;119;14,3 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;0,5 %;-
WU;-;-;-;7;0,8 %;-
