Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;706;-;-;706;-;-
Ungültige Stimmen;4;0,6 %;-;2;0,3 %;-
Gültige Stimmen;702;99,4 %;-;704;99,7 %;-
SPD;259;36,9 %;-;274;38,9 %;-
AfD;94;13,4 %;-;94;13,4 %;-
CDU;197;28,1 %;-;119;16,9 %;-
GRÜNE/B 90;37;5,3 %;-;43;6,1 %;-
DIE LINKE;49;7,0 %;-;22;3,1 %;-
BVB / FREIE WÄHLER;59;8,4 %;-;11;1,6 %;-
FDP;7;1,0 %;-;11;1,6 %;-
Tierschutzpartei;-;-;-;12;1,7 %;-
Plus;-;-;-;9;1,3 %;-
BSW;-;-;-;105;14,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;1;0,1 %;-
