Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;483;-;-;483;-;-
Ungültige Stimmen;8;1,7 %;-;2;0,4 %;-
Gültige Stimmen;475;98,3 %;-;481;99,6 %;-
SPD;151;31,8 %;-;160;33,3 %;-
AfD;99;20,8 %;-;90;18,7 %;-
CDU;105;22,1 %;-;76;15,8 %;-
GRÜNE/B 90;11;2,3 %;-;13;2,7 %;-
DIE LINKE;23;4,8 %;-;13;2,7 %;-
BVB / FREIE WÄHLER;25;5,3 %;-;2;0,4 %;-
FDP;8;1,7 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;13;2,7 %;-
Plus;6;1,3 %;-;5;1,0 %;-
BSW;-;-;-;101;21,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;5;1,1 %;-;0;0,0 %;-
DLW;-;-;-;4;0,8 %;-
WU;-;-;-;2;0,4 %;-
Demokraten BB;42;8,8 %;-;-;-;-
