Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;928;-;-;928;-;-
Wählende;387;41,7 %;-;387;41,7 %;-
Ungültige Stimmen;5;1,3 %;-;3;0,8 %;-
Gültige Stimmen;382;98,7 %;-;384;99,2 %;-
SPD;167;43,7 %;-;144;37,5 %;-
AfD;120;31,4 %;-;118;30,7 %;-
CDU;50;13,1 %;-;30;7,8 %;-
GRÜNE/B 90;11;2,9 %;-;28;7,3 %;-
DIE LINKE;13;3,4 %;-;12;3,1 %;-
BVB / FREIE WÄHLER;11;2,9 %;-;5;1,3 %;-
FDP;6;1,6 %;-;5;1,3 %;-
Tierschutzpartei;-;-;-;7;1,8 %;-
Plus;-;-;-;7;1,8 %;-
BSW;-;-;-;26;6,8 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;3;0,8 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,3 %;-
EB Schamberger;1;0,3 %;-;-;-;-
