Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;745;-;-;745;-;-
Wählende;406;54,5 %;-;406;54,5 %;-
Ungültige Stimmen;4;1,0 %;-;4;1,0 %;-
Gültige Stimmen;402;99,0 %;-;402;99,0 %;-
SPD;179;44,5 %;-;146;36,3 %;-
AfD;93;23,1 %;-;86;21,4 %;-
CDU;53;13,2 %;-;40;10,0 %;-
GRÜNE/B 90;16;4,0 %;-;28;7,0 %;-
DIE LINKE;31;7,7 %;-;20;5,0 %;-
BVB / FREIE WÄHLER;25;6,2 %;-;5;1,2 %;-
FDP;5;1,2 %;-;4;1,0 %;-
Tierschutzpartei;-;-;-;15;3,7 %;-
Plus;-;-;-;8;2,0 %;-
BSW;-;-;-;42;10,4 %;-
III. Weg;-;-;-;2;0,5 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;4;1,0 %;-
WU;-;-;-;1;0,2 %;-
