Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;952;-;-;952;-;-
Wählende;497;52,2 %;-;497;52,2 %;-
Ungültige Stimmen;12;2,4 %;-;9;1,8 %;-
Gültige Stimmen;485;97,6 %;-;488;98,2 %;-
SPD;179;36,9 %;-;155;31,8 %;-
AfD;188;38,8 %;-;169;34,6 %;-
CDU;62;12,8 %;-;48;9,8 %;-
GRÜNE/B 90;4;0,8 %;-;15;3,1 %;-
DIE LINKE;17;3,5 %;-;16;3,3 %;-
BVB / FREIE WÄHLER;30;6,2 %;-;10;2,0 %;-
FDP;4;0,8 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;8;1,6 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;53;10,9 %;-
III. Weg;-;-;-;3;0,6 %;-
DKP;1;0,2 %;-;1;0,2 %;-
DLW;-;-;-;5;1,0 %;-
WU;-;-;-;2;0,4 %;-
