Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.365;-;-;1.365;-;-
Wählende;546;40,0 %;-;546.0;40,0 %;-
Ungültige Stimmen;8;1,5 %;-;8.0;1,5 %;-
Gültige Stimmen;538;98,5 %;-;538.0;98,5 %;-
SPD;125;23,2 %;-;125.0;23,2 %;-
AfD;272;50,6 %;-;265.0;49,3 %;-
CDU;79;14,7 %;-;38.0;7,1 %;-
GRÜNE/B 90;4;0,7 %;-;8.0;1,5 %;-
DIE LINKE;28;5,2 %;-;14.0;2,6 %;-
BVB / FREIE WÄHLER;26;4,8 %;-;7.0;1,3 %;-
FDP;4;0,7 %;-;0.0;0,0 %;-
Tierschutzpartei;-;-;-;14.0;2,6 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;61.0;11,3 %;-
III. Weg;-;-;-;2.0;0,4 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;1.0;0,2 %;-
