Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;888;-;-;888;-;-
Wählende;436;49,1 %;-;436;49,1 %;-
Ungültige Stimmen;5;1,1 %;-;2;0,5 %;-
Gültige Stimmen;431;98,9 %;-;434;99,5 %;-
SPD;171;39,7 %;-;149;34,3 %;-
AfD;108;25,1 %;-;104;24,0 %;-
CDU;48;11,1 %;-;43;9,9 %;-
GRÜNE/B 90;18;4,2 %;-;35;8,1 %;-
DIE LINKE;13;3,0 %;-;13;3,0 %;-
BVB / FREIE WÄHLER;62;14,4 %;-;19;4,4 %;-
FDP;6;1,4 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;6;1,4 %;-
Plus;5;1,2 %;-;3;0,7 %;-
BSW;-;-;-;55;12,7 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;4;0,9 %;-
