Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;716;-;-;716;-;-
Wählende;309;43,2 %;-;309;43,2 %;-
Ungültige Stimmen;8;2,6 %;-;6;1,9 %;-
Gültige Stimmen;301;97,4 %;-;303;98,1 %;-
SPD;141;46,8 %;-;120;39,6 %;-
AfD;91;30,2 %;-;81;26,7 %;-
CDU;26;8,6 %;-;28;9,2 %;-
GRÜNE/B 90;2;0,7 %;-;9;3,0 %;-
DIE LINKE;17;5,6 %;-;7;2,3 %;-
BVB / FREIE WÄHLER;22;7,3 %;-;6;2,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;14;4,6 %;-
Plus;-;-;-;4;1,3 %;-
BSW;-;-;-;32;10,6 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;2;0,7 %;-;1;0,3 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
