Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;910;-;-;910;-;-
Wählende;413;45,4 %;-;413;45,4 %;-
Ungültige Stimmen;15;3,6 %;-;9;2,2 %;-
Gültige Stimmen;398;96,4 %;-;404;97,8 %;-
SPD;103;25,9 %;-;91;22,5 %;-
AfD;179;45,0 %;-;179;44,3 %;-
CDU;78;19,6 %;-;60;14,9 %;-
GRÜNE/B 90;4;1,0 %;-;10;2,5 %;-
DIE LINKE;18;4,5 %;-;9;2,2 %;-
BVB / FREIE WÄHLER;15;3,8 %;-;4;1,0 %;-
FDP;1;0,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;5;1,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;45;11,1 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
