Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;138;-;-;138;-;-
Wählende;80;58,0 %;-;80;58,0 %;-
Ungültige Stimmen;3;3,8 %;-;3;3,8 %;-
Gültige Stimmen;77;96,2 %;-;77;96,2 %;-
SPD;16;20,8 %;-;17;22,1 %;-
AfD;37;48,1 %;-;37;48,1 %;-
CDU;10;13,0 %;-;4;5,2 %;-
GRÜNE/B 90;1;1,3 %;-;0;0,0 %;-
DIE LINKE;5;6,5 %;-;3;3,9 %;-
BVB / FREIE WÄHLER;7;9,1 %;-;1;1,3 %;-
FDP;1;1,3 %;-;1;1,3 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;14;18,2 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
