Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;170;-;-;170;-;-
Wählende;122;71,8 %;-;122;71,8 %;-
Ungültige Stimmen;5;4,1 %;-;3;2,5 %;-
Gültige Stimmen;117;95,9 %;-;119;97,5 %;-
SPD;43;36,8 %;-;44;37,0 %;-
AfD;35;29,9 %;-;34;28,6 %;-
CDU;25;21,4 %;-;20;16,8 %;-
GRÜNE/B 90;1;0,9 %;-;2;1,7 %;-
DIE LINKE;4;3,4 %;-;3;2,5 %;-
BVB / FREIE WÄHLER;5;4,3 %;-;3;2,5 %;-
FDP;4;3,4 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;0,8 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;12;10,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
