Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;232;-;-;232;-;-
Wählende;145;62,5 %;+89;145;62,5 %;+89
Ungültige Stimmen;1;0,7 %;-08;1;0,7 %;-06
Gültige Stimmen;144;99,3 %;+08;144;99,3 %;+06
SPD;53;36,8 %;+135;46;31,9 %;+38
AfD;55;38,2 %;+154;54;37,5 %;+134
CDU;16;11,1 %;-62;18;12,5 %;-20
GRÜNE/B 90;2;1,4 %;-76;2;1,4 %;-68
DIE LINKE;7;4,9 %;-73;4;2,8 %;-63
BVB / FREIE WÄHLER;10;6,9 %;-53;4;2,8 %;-58
FDP;1;0,7 %;-25;0;0,0 %;-44
Tierschutzpartei;-;-;-;1;0,7 %;-15
Plus;-;-;-;1;0,7 %;+00
BSW;-;-;-;11;7,6 %;+76
III. Weg;0;0,0 %;00;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;1,4 %;+14
WU;-;-;-;1;0,7 %;+07
