Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;602;-;-;602;-;-
Ungültige Stimmen;12;2,0 %;-;7;1,2 %;-
Gültige Stimmen;590;98,0 %;-;595;98,8 %;-
SPD;178;30,2 %;-;178;29,9 %;-
AfD;140;23,7 %;-;121;20,3 %;-
CDU;129;21,9 %;-;108;18,2 %;-
GRÜNE/B 90;16;2,7 %;-;10;1,7 %;-
DIE LINKE;26;4,4 %;-;12;2,0 %;-
BVB / FREIE WÄHLER;83;14,1 %;-;21;3,5 %;-
FDP;18;3,1 %;-;12;2,0 %;-
Tierschutzpartei;-;-;-;4;0,7 %;-
Plus;-;-;-;7;1,2 %;-
BSW;-;-;-;119;20,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;0;0,0 %;-
