Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.180;-;-;1.18;-;-
Ungültige Stimmen;9;0,8 %;-;2.0;0,2 %;-
Gültige Stimmen;1.171;99,2 %;-;1.178;99,8 %;-
SPD;412;35,2 %;-;348.0;29,5 %;-
AfD;237;20,2 %;-;188.0;16,0 %;-
CDU;152;13,0 %;-;144.0;12,2 %;-
GRÜNE/B 90;53;4,5 %;-;56.0;4,8 %;-
DIE LINKE;192;16,4 %;-;76.0;6,5 %;-
BVB / FREIE WÄHLER;117;10,0 %;-;43.0;3,7 %;-
FDP;8;0,7 %;-;8.0;0,7 %;-
Tierschutzpartei;-;-;-;35.0;3,0 %;-
Plus;-;-;-;25.0;2,1 %;-
BSW;-;-;-;248.0;21,1 %;-
III. Weg;-;-;-;1.0;0,1 %;-
DKP;-;-;-;1.0;0,1 %;-
DLW;-;-;-;2.0;0,2 %;-
WU;-;-;-;3.0;0,3 %;-
