Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;959;-;-;959;-;-
Wählende;424;44,2 %;-;424;44,2 %;-
Ungültige Stimmen;6;1,4 %;-;2;0,5 %;-
Gültige Stimmen;418;98,6 %;-;422;99,5 %;-
SPD;143;34,2 %;-;128;30,3 %;-
AfD;118;28,2 %;-;107;25,4 %;-
CDU;102;24,4 %;-;80;19,0 %;-
GRÜNE/B 90;12;2,9 %;-;26;6,2 %;-
DIE LINKE;17;4,1 %;-;8;1,9 %;-
BVB / FREIE WÄHLER;14;3,3 %;-;4;0,9 %;-
FDP;5;1,2 %;-;5;1,2 %;-
Tierschutzpartei;-;-;-;8;1,9 %;-
Plus;7;1,7 %;-;5;1,2 %;-
BSW;-;-;-;49;11,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
