Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;821;-;-;821;-;-
Wählende;296;36,1 %;-;296;36,1 %;-
Ungültige Stimmen;7;2,4 %;-;4;1,4 %;-
Gültige Stimmen;289;97,6 %;-;292;98,6 %;-
SPD;83;28,7 %;-;74;25,3 %;-
AfD;138;47,8 %;-;135;46,2 %;-
CDU;29;10,0 %;-;23;7,9 %;-
GRÜNE/B 90;12;4,2 %;-;12;4,1 %;-
DIE LINKE;15;5,2 %;-;6;2,1 %;-
BVB / FREIE WÄHLER;6;2,1 %;-;1;0,3 %;-
FDP;6;2,1 %;-;3;1,0 %;-
Tierschutzpartei;-;-;-;6;2,1 %;-
Plus;-;-;-;4;1,4 %;-
BSW;-;-;-;28;9,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
