Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;152;-;-;152;-;-
Wählende;117;77,0 %;+164;117;77,0 %;+164
Ungültige Stimmen;0;0,0 %;-21;0;0,0 %;-16
Gültige Stimmen;117;100,0 %;+21;117;100,0 %;+16
SPD;49;41,9 %;+138;29;24,8 %;+43
AfD;52;44,4 %;+14;52;44,4 %;+13
CDU;5;4,3 %;-49;7;6,0 %;-49
GRÜNE/B 90;0;0,0 %;-45;1;0,9 %;-55
DIE LINKE;2;1,7 %;-64;2;1,7 %;-75
BVB / FREIE WÄHLER;7;6,0 %;+33;2;1,7 %;-09
FDP;1;0,9 %;-26;1;0,9 %;-32
Tierschutzpartei;-;-;-;3;2,6 %;+09
Plus;-;-;-10;0;0,0 %;-14
BSW;-;-;-;18;15,4 %;+154
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,9 %;+09
WU;-;-;-;1;0,9 %;+09
Die PARTEI;1;0,9 %;+09;-;-;-
