Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;480;-;-;480;-;-
Wählende;263;54,8 %;-;263;54,8 %;-
Ungültige Stimmen;2;0,8 %;-;2;0,8 %;-
Gültige Stimmen;261;99,2 %;-;261;99,2 %;-
SPD;52;19,9 %;-;52;19,9 %;-
AfD;131;50,2 %;-;117;44,8 %;-
CDU;36;13,8 %;-;25;9,6 %;-
GRÜNE/B 90;2;0,8 %;-;5;1,9 %;-
DIE LINKE;6;2,3 %;-;6;2,3 %;-
BVB / FREIE WÄHLER;18;6,9 %;-;6;2,3 %;-
FDP;1;0,4 %;-;1;0,4 %;-
Tierschutzpartei;15;5,7 %;-;6;2,3 %;-
Plus;-;-;-;2;0,8 %;-
BSW;-;-;-;41;15,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
