Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;598;-;-;598;-;-
Wählende;348;58,2 %;-;348;58,2 %;-
Ungültige Stimmen;5;1,4 %;-;3;0,9 %;-
Gültige Stimmen;343;98,6 %;-;345;99,1 %;-
SPD;86;25,1 %;-;91;26,4 %;-
AfD;162;47,2 %;-;142;41,2 %;-
CDU;45;13,1 %;-;32;9,3 %;-
GRÜNE/B 90;3;0,9 %;-;0;0,0 %;-
DIE LINKE;15;4,4 %;-;5;1,4 %;-
BVB / FREIE WÄHLER;30;8,7 %;-;9;2,6 %;-
FDP;2;0,6 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;11;3,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;50;14,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,9 %;-
WU;-;-;-;2;0,6 %;-
