Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;161;-;-;161;-;-
Wählende;111;68,9 %;-;111;68,9 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;111;100,0 %;-;111;100,0 %;-
SPD;33;29,7 %;-;28;25,2 %;-
AfD;57;51,4 %;-;52;46,8 %;-
CDU;7;6,3 %;-;8;7,2 %;-
GRÜNE/B 90;1;0,9 %;-;1;0,9 %;-
DIE LINKE;0;0,0 %;-;1;0,9 %;-
BVB / FREIE WÄHLER;6;5,4 %;-;3;2,7 %;-
FDP;2;1,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;1;0,9 %;-;0;0,0 %;-
BSW;-;-;-;17;15,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,9 %;-
DLW;4;3,6 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
