Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;788;-;-;788;-;-
Wählende;264;33,5 %;-;264;33,5 %;-
Ungültige Stimmen;5;1,9 %;-;0;0,0 %;-
Gültige Stimmen;259;98,1 %;-;264;100,0 %;-
SPD;104;40,2 %;-;84;31,8 %;-
AfD;99;38,2 %;-;82;31,1 %;-
CDU;19;7,3 %;-;16;6,1 %;-
GRÜNE/B 90;6;2,3 %;-;14;5,3 %;-
DIE LINKE;19;7,3 %;-;13;4,9 %;-
BVB / FREIE WÄHLER;10;3,9 %;-;3;1,1 %;-
FDP;2;0,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;1,1 %;-
Plus;-;-;-;5;1,9 %;-
BSW;-;-;-;41;15,5 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;1;0,4 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,4 %;-
