Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;549;-;-;549;-;-
Ungültige Stimmen;14;2,6 %;-;4;0,7 %;-
Gültige Stimmen;535;97,4 %;-;545;99,3 %;-
SPD;165;30,8 %;-;154;28,3 %;-
AfD;130;24,3 %;-;109;20,0 %;-
CDU;102;19,1 %;-;66;12,1 %;-
GRÜNE/B 90;29;5,4 %;-;34;6,2 %;-
DIE LINKE;61;11,4 %;-;32;5,9 %;-
BVB / FREIE WÄHLER;39;7,3 %;-;11;2,0 %;-
FDP;9;1,7 %;-;3;0,6 %;-
Tierschutzpartei;-;-;-;10;1,8 %;-
Plus;-;-;-;10;1,8 %;-
BSW;-;-;-;112;20,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;3;0,6 %;-
