Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;311;-;-;311;-;-
Wählende;182;58,5 %;+05;182;58,5 %;+05
Ungültige Stimmen;3;1,6 %;+16;5;2,7 %;+22
Gültige Stimmen;179;98,4 %;-16;177;97,3 %;-22
SPD;69;38,5 %;-27;52;29,4 %;+04
AfD;71;39,7 %;+272;63;35,6 %;+208
CDU;19;10,6 %;-58;18;10,2 %;-40
GRÜNE/B 90;2;1,1 %;-68;4;2,3 %;-125
DIE LINKE;3;1,7 %;-91;4;2,3 %;-91
BVB / FREIE WÄHLER;11;6,1 %;-29;4;2,3 %;-57
FDP;0;0,0 %;-23;1;0,6 %;-40
Tierschutzpartei;-;-;-;6;3,4 %;+05
Plus;4;2,2 %;+22;1;0,6 %;-00
BSW;-;-;-;24;13,6 %;+136
III. Weg;0;0,0 %;00;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
EB Mießner;0;0,0 %;00;-;-;-
