Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;227;-;-;227;-;-
Wählende;132;58,1 %;-;132;58,1 %;-
Ungültige Stimmen;4;3,0 %;-;2;1,5 %;-
Gültige Stimmen;128;97,0 %;-;130;98,5 %;-
SPD;46;35,9 %;-;27;20,8 %;-
AfD;61;47,7 %;-;54;41,5 %;-
CDU;13;10,2 %;-;15;11,5 %;-
GRÜNE/B 90;0;0,0 %;-;2;1,5 %;-
DIE LINKE;3;2,3 %;-;6;4,6 %;-
BVB / FREIE WÄHLER;4;3,1 %;-;1;0,8 %;-
FDP;1;0,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;3,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;18;13,8 %;-
III. Weg;-;-;-;2;1,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,8 %;-
Die PARTEI;0;0,0 %;-;-;-;-
