Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;690;-;-;690;-;-
Ungültige Stimmen;7;1,0 %;-;2;0,3 %;-
Gültige Stimmen;683;99,0 %;-;688;99,7 %;-
SPD;249;36,5 %;-;237;34,4 %;-
AfD;71;10,4 %;-;62;9,0 %;-
CDU;68;10,0 %;-;59;8,6 %;-
GRÜNE/B 90;152;22,3 %;-;145;21,1 %;-
DIE LINKE;90;13,2 %;-;61;8,9 %;-
BVB / FREIE WÄHLER;21;3,1 %;-;8;1,2 %;-
FDP;8;1,2 %;-;7;1,0 %;-
Tierschutzpartei;24;3,5 %;-;9;1,3 %;-
Plus;-;-;-;18;2,6 %;-
BSW;-;-;-;81;11,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;0;0,0 %;-
