Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;240;-;-;240;-;-
Wählende;151;62,9 %;-;151;62,9 %;-
Ungültige Stimmen;3;2,0 %;-;3;2,0 %;-
Gültige Stimmen;148;98,0 %;-;148;98,0 %;-
SPD;48;32,4 %;-;39;26,4 %;-
AfD;61;41,2 %;-;55;37,2 %;-
CDU;16;10,8 %;-;13;8,8 %;-
GRÜNE/B 90;1;0,7 %;-;0;0,0 %;-
DIE LINKE;9;6,1 %;-;5;3,4 %;-
BVB / FREIE WÄHLER;9;6,1 %;-;6;4,1 %;-
FDP;3;2,0 %;-;3;2,0 %;-
Tierschutzpartei;-;-;-;4;2,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;22;14,9 %;-
III. Weg;1;0,7 %;-;1;0,7 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
