Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;984;-;-;984;-;-
Wählende;463;47,1 %;-;463;47,1 %;-
Ungültige Stimmen;8;1,7 %;-;9;1,9 %;-
Gültige Stimmen;455;98,3 %;-;454;98,1 %;-
SPD;140;30,8 %;-;125;27,5 %;-
AfD;187;41,1 %;-;168;37,0 %;-
CDU;63;13,8 %;-;51;11,2 %;-
GRÜNE/B 90;6;1,3 %;-;8;1,8 %;-
DIE LINKE;27;5,9 %;-;1;0,2 %;-
BVB / FREIE WÄHLER;30;6,6 %;-;19;4,2 %;-
FDP;2;0,4 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;14;3,1 %;-
Plus;-;-;-;4;0,9 %;-
BSW;-;-;-;60;13,2 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;2;0,4 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
