Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;461;-;-;461;-;-
Wählende;253;54,9 %;+44;253;54,9 %;+44
Ungültige Stimmen;4;1,6 %;-00;2;0,8 %;-06
Gültige Stimmen;249;98,4 %;+00;251;99,2 %;+06
SPD;67;26,9 %;+09;59;23,5 %;-67
AfD;105;42,2 %;+143;100;39,8 %;+108
CDU;33;13,3 %;-84;23;9,2 %;-68
GRÜNE/B 90;3;1,2 %;-34;7;2,8 %;-20
DIE LINKE;10;4,0 %;-72;5;2,0 %;-72
BVB / FREIE WÄHLER;17;6,8 %;+17;8;3,2 %;-01
FDP;5;2,0 %;-15;5;2,0 %;-22
Tierschutzpartei;4;1,6 %;+16;3;1,2 %;-10
Plus;-;-;-;0;0,0 %;-09
BSW;-;-;-;36;14,3 %;+143
III. Weg;-;-;-;1;0,4 %;+04
DKP;-;-;-;0;0,0 %;00
DLW;5;2,0 %;+20;3;1,2 %;+12
WU;-;-;-;1;0,4 %;+04
