Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;685;-;-;685;-;-
Ungültige Stimmen;3;0,4 %;-;0;0,0 %;-
Gültige Stimmen;682;99,6 %;-;685;100,0 %;-
SPD;181;26,5 %;-;207;30,2 %;-
AfD;148;21,7 %;-;135;19,7 %;-
CDU;180;26,4 %;-;119;17,4 %;-
GRÜNE/B 90;16;2,3 %;-;26;3,8 %;-
DIE LINKE;29;4,3 %;-;7;1,0 %;-
BVB / FREIE WÄHLER;45;6,6 %;-;16;2,3 %;-
FDP;33;4,8 %;-;5;0,7 %;-
Tierschutzpartei;-;-;-;7;1,0 %;-
Plus;17;2,5 %;-;8;1,2 %;-
BSW;-;-;-;151;22,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,4 %;-
WU;-;-;-;1;0,1 %;-
EB Gliese;33;4,8 %;-;-;-;-
