Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;568;-;-;568;-;-
Ungültige Stimmen;12;2,1 %;-;4;0,7 %;-
Gültige Stimmen;556;97,9 %;-;564;99,3 %;-
SPD;135;24,3 %;-;159;28,2 %;-
AfD;151;27,2 %;-;131;23,2 %;-
CDU;104;18,7 %;-;80;14,2 %;-
GRÜNE/B 90;21;3,8 %;-;12;2,1 %;-
DIE LINKE;68;12,2 %;-;24;4,3 %;-
BVB / FREIE WÄHLER;39;7,0 %;-;12;2,1 %;-
FDP;29;5,2 %;-;9;1,6 %;-
Tierschutzpartei;-;-;-;18;3,2 %;-
Plus;-;-;-;5;0,9 %;-
BSW;-;-;-;113;20,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,2 %;-
dieBasis;9;1,6 %;-;-;-;-
