Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.118;-;-;1.118;-;-
Wählende;536;47,9 %;-;536.0;47,9 %;-
Ungültige Stimmen;5;0,9 %;-;4.0;0,7 %;-
Gültige Stimmen;531;99,1 %;-;532.0;99,3 %;-
SPD;178;33,5 %;-;177.0;33,3 %;-
AfD;191;36,0 %;-;179.0;33,6 %;-
CDU;110;20,7 %;-;55.0;10,3 %;-
GRÜNE/B 90;7;1,3 %;-;24.0;4,5 %;-
DIE LINKE;18;3,4 %;-;8.0;1,5 %;-
BVB / FREIE WÄHLER;16;3,0 %;-;8.0;1,5 %;-
FDP;10;1,9 %;-;3.0;0,6 %;-
Tierschutzpartei;-;-;-;2.0;0,4 %;-
Plus;-;-;-;4.0;0,8 %;-
BSW;-;-;-;67.0;12,6 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;1;0,2 %;-;0.0;0,0 %;-
DLW;-;-;-;3.0;0,6 %;-
WU;-;-;-;1.0;0,2 %;-
