Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;387;-;-;387;-;-
Wählende;205;53,0 %;-;205;53,0 %;-
Ungültige Stimmen;3;1,5 %;-;2;1,0 %;-
Gültige Stimmen;202;98,5 %;-;203;99,0 %;-
SPD;73;36,1 %;-;49;24,1 %;-
AfD;90;44,6 %;-;85;41,9 %;-
CDU;19;9,4 %;-;18;8,9 %;-
GRÜNE/B 90;2;1,0 %;-;9;4,4 %;-
DIE LINKE;9;4,5 %;-;7;3,4 %;-
BVB / FREIE WÄHLER;8;4,0 %;-;5;2,5 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;1,5 %;-
Plus;-;-;-;2;1,0 %;-
BSW;-;-;-;23;11,3 %;-
III. Weg;1;0,5 %;-;1;0,5 %;-
DKP;-;-;-;1;0,5 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
