Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;883;-;-;883;-;-
Wählende;465;52,7 %;-;465;52,7 %;-
Ungültige Stimmen;10;2,2 %;-;5;1,1 %;-
Gültige Stimmen;455;97,8 %;-;460;98,9 %;-
SPD;171;37,6 %;-;141;30,7 %;-
AfD;162;35,6 %;-;153;33,3 %;-
CDU;66;14,5 %;-;43;9,3 %;-
GRÜNE/B 90;4;0,9 %;-;12;2,6 %;-
DIE LINKE;19;4,2 %;-;18;3,9 %;-
BVB / FREIE WÄHLER;22;4,8 %;-;10;2,2 %;-
FDP;3;0,7 %;-;5;1,1 %;-
Tierschutzpartei;-;-;-;11;2,4 %;-
Plus;8;1,8 %;-;10;2,2 %;-
BSW;-;-;-;54;11,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;0;0,0 %;-
