Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;133;-;-;133;-;-
Wählende;75;56,4 %;-;75;56,4 %;-
Ungültige Stimmen;0;0,0 %;-;1;1,3 %;-
Gültige Stimmen;75;100,0 %;-;74;98,7 %;-
SPD;27;36,0 %;-;21;28,4 %;-
AfD;38;50,7 %;-;35;47,3 %;-
CDU;7;9,3 %;-;4;5,4 %;-
GRÜNE/B 90;0;0,0 %;-;1;1,4 %;-
DIE LINKE;0;0,0 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;3;4,0 %;-;1;1,4 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;4,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;9;12,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
Die PARTEI;0;0,0 %;-;-;-;-
