Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;935;-;-;935;-;-
Wählende;425;45,5 %;-;425;45,5 %;-
Ungültige Stimmen;12;2,8 %;-;9;2,1 %;-
Gültige Stimmen;413;97,2 %;-;416;97,9 %;-
SPD;95;23,0 %;-;103;24,8 %;-
AfD;152;36,8 %;-;147;35,3 %;-
CDU;39;9,4 %;-;33;7,9 %;-
GRÜNE/B 90;3;0,7 %;-;3;0,7 %;-
DIE LINKE;23;5,6 %;-;12;2,9 %;-
BVB / FREIE WÄHLER;95;23,0 %;-;35;8,4 %;-
FDP;1;0,2 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;14;3,4 %;-
Plus;-;-;-;6;1,4 %;-
BSW;-;-;-;57;13,7 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;1;0,2 %;-
dieBasis;1;0,2 %;-;-;-;-
EB Link;4;1,0 %;-;-;-;-
