Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.158;-;-;1.158;-;-
Wählende;608;52,5 %;-;608.0;52,5 %;-
Ungültige Stimmen;10;1,6 %;-;10.0;1,6 %;-
Gültige Stimmen;598;98,4 %;-;598.0;98,4 %;-
SPD;205;34,3 %;-;189.0;31,6 %;-
AfD;243;40,6 %;-;224.0;37,5 %;-
CDU;93;15,6 %;-;70.0;11,7 %;-
GRÜNE/B 90;6;1,0 %;-;12.0;2,0 %;-
DIE LINKE;13;2,2 %;-;5.0;0,8 %;-
BVB / FREIE WÄHLER;26;4,3 %;-;14.0;2,3 %;-
FDP;5;0,8 %;-;3.0;0,5 %;-
Tierschutzpartei;-;-;-;10.0;1,7 %;-
Plus;7;1,2 %;-;2.0;0,3 %;-
BSW;-;-;-;64.0;10,7 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;3.0;0,5 %;-
WU;-;-;-;2.0;0,3 %;-
