Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;279;-;-;279;-;-
Wählende;168;60,2 %;-;168;60,2 %;-
Ungültige Stimmen;6;3,6 %;-;0;0,0 %;-
Gültige Stimmen;162;96,4 %;-;168;100,0 %;-
SPD;56;34,6 %;-;39;23,2 %;-
AfD;56;34,6 %;-;50;29,8 %;-
CDU;26;16,0 %;-;26;15,5 %;-
GRÜNE/B 90;4;2,5 %;-;11;6,5 %;-
DIE LINKE;5;3,1 %;-;5;3,0 %;-
BVB / FREIE WÄHLER;9;5,6 %;-;3;1,8 %;-
FDP;0;0,0 %;-;1;0,6 %;-
Tierschutzpartei;6;3,7 %;-;3;1,8 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;30;17,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
