Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;290;-;-;290;-;-
Wählende;207;71,4 %;+88;207;71,4 %;+88
Ungültige Stimmen;3;1,4 %;+05;4;1,9 %;-00
Gültige Stimmen;204;98,6 %;-05;203;98,1 %;+00
SPD;65;31,9 %;+44;45;22,2 %;+05
AfD;107;52,5 %;+86;101;49,8 %;+73
CDU;14;6,9 %;-17;17;8,4 %;-51
GRÜNE/B 90;0;0,0 %;-25;0;0,0 %;-25
DIE LINKE;2;1,0 %;-26;4;2,0 %;-25
BVB / FREIE WÄHLER;16;7,8 %;-20;7;3,4 %;-39
FDP;0;0,0 %;-36;2;1,0 %;-38
Tierschutzpartei;-;-;-;0;0,0 %;-25
Plus;-;-;-05;1;0,5 %;-02
BSW;-;-;-;26;12,8 %;+128
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
Die PARTEI;0;0,0 %;00;-;-;-
