Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.196;-;-;1.196;-;-
Wählende;631;52,8 %;-;631.0;52,8 %;-
Ungültige Stimmen;8;1,3 %;-;5.0;0,8 %;-
Gültige Stimmen;623;98,7 %;-;626.0;99,2 %;-
SPD;255;40,9 %;-;213.0;34,0 %;-
AfD;224;36,0 %;-;200.0;31,9 %;-
CDU;73;11,7 %;-;58.0;9,3 %;-
GRÜNE/B 90;4;0,6 %;-;14.0;2,2 %;-
DIE LINKE;31;5,0 %;-;11.0;1,8 %;-
BVB / FREIE WÄHLER;24;3,9 %;-;13.0;2,1 %;-
FDP;12;1,9 %;-;4.0;0,6 %;-
Tierschutzpartei;-;-;-;10.0;1,6 %;-
Plus;-;-;-;6.0;1,0 %;-
BSW;-;-;-;91.0;14,5 %;-
III. Weg;-;-;-;2.0;0,3 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;4.0;0,6 %;-
WU;-;-;-;0.0;0,0 %;-
