Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.102;-;-;1.102;-;-
Wählende;447;40,6 %;-;447;40,6 %;-
Ungültige Stimmen;7;1,6 %;-;1;0,2 %;-
Gültige Stimmen;440;98,4 %;-;446;99,8 %;-
SPD;116;26,4 %;-;125;28,0 %;-
AfD;137;31,1 %;-;129;28,9 %;-
CDU;51;11,6 %;-;46;10,3 %;-
GRÜNE/B 90;16;3,6 %;-;23;5,2 %;-
DIE LINKE;36;8,2 %;-;29;6,5 %;-
BVB / FREIE WÄHLER;77;17,5 %;-;23;5,2 %;-
FDP;3;0,7 %;-;5;1,1 %;-
Tierschutzpartei;-;-;-;10;2,2 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;52;11,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;1;0,2 %;-;-;-;-
EB Link;3;0,7 %;-;-;-;-
