Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.173;-;-;1.173;-;-
Ungültige Stimmen;8;0,7 %;-;2.0;0,2 %;-
Gültige Stimmen;1.165;99,3 %;-;1.171;99,8 %;-
SPD;379;32,5 %;-;416.0;35,5 %;-
AfD;113;9,7 %;-;110.0;9,4 %;-
CDU;355;30,5 %;-;310.0;26,5 %;-
GRÜNE/B 90;172;14,8 %;-;167.0;14,3 %;-
DIE LINKE;39;3,3 %;-;31.0;2,6 %;-
BVB / FREIE WÄHLER;55;4,7 %;-;11.0;0,9 %;-
FDP;38;3,3 %;-;34.0;2,9 %;-
Tierschutzpartei;-;-;-;11.0;0,9 %;-
Plus;14;1,2 %;-;9.0;0,8 %;-
BSW;-;-;-;69.0;5,9 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,1 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;2.0;0,2 %;-
