Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;570;-;-;570;-;-
Wählende;251;44,0 %;-;251;44,0 %;-
Ungültige Stimmen;6;2,4 %;-;3;1,2 %;-
Gültige Stimmen;245;97,6 %;-;248;98,8 %;-
SPD;82;33,5 %;-;75;30,2 %;-
AfD;123;50,2 %;-;112;45,2 %;-
CDU;20;8,2 %;-;14;5,6 %;-
GRÜNE/B 90;1;0,4 %;-;3;1,2 %;-
DIE LINKE;4;1,6 %;-;2;0,8 %;-
BVB / FREIE WÄHLER;9;3,7 %;-;5;2,0 %;-
FDP;5;2,0 %;-;2;0,8 %;-
Tierschutzpartei;-;-;-;5;2,0 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;25;10,1 %;-
III. Weg;-;-;-;3;1,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
EB Hoffmann;1;0,4 %;-;-;-;-
