Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;816;-;-;816;-;-
Ungültige Stimmen;7;0,9 %;-00;7;0,9 %;+01
Gültige Stimmen;809;99,1 %;+00;809;99,1 %;-01
SPD;309;38,2 %;+67;307;37,9 %;+48
AfD;151;18,7 %;+02;126;15,6 %;-17
CDU;182;22,5 %;+66;137;16,9 %;+27
GRÜNE/B 90;34;4,2 %;-111;36;4,4 %;-85
DIE LINKE;44;5,4 %;-55;25;3,1 %;-81
BVB / FREIE WÄHLER;61;7,5 %;+29;14;1,7 %;-15
FDP;12;1,5 %;-17;12;1,5 %;-25
Tierschutzpartei;-;-;-;15;1,9 %;-07
Plus;16;2,0 %;+20;11;1,4 %;+01
BSW;-;-;-;121;15,0 %;+150
III. Weg;-;-;-;1;0,1 %;+01
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,1 %;+01
WU;-;-;-;3;0,4 %;+04
