Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.310;-;-;1.31;-;-
Wählende;503;38,4 %;-;503.0;38,4 %;-
Ungültige Stimmen;4;0,8 %;-;5.0;1,0 %;-
Gültige Stimmen;499;99,2 %;-;498.0;99,0 %;-
SPD;196;39,3 %;-;162.0;32,5 %;-
AfD;162;32,5 %;-;151.0;30,3 %;-
CDU;49;9,8 %;-;40.0;8,0 %;-
GRÜNE/B 90;14;2,8 %;-;30.0;6,0 %;-
DIE LINKE;33;6,6 %;-;21.0;4,2 %;-
BVB / FREIE WÄHLER;27;5,4 %;-;15.0;3,0 %;-
FDP;8;1,6 %;-;7.0;1,4 %;-
Tierschutzpartei;-;-;-;10.0;2,0 %;-
Plus;10;2,0 %;-;7.0;1,4 %;-
BSW;-;-;-;54.0;10,8 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;0.0;0,0 %;-
