Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;179;-;-;179;-;-
Wählende;91;50,8 %;-34;91;50,8 %;-34
Ungültige Stimmen;0;0,0 %;-14;0;0,0 %;-08
Gültige Stimmen;91;100,0 %;+14;91;100,0 %;+08
SPD;17;18,7 %;-38;21;23,1 %;-21
AfD;46;50,5 %;+152;44;48,4 %;+132
CDU;13;14,3 %;+40;9;9,9 %;-17
GRÜNE/B 90;4;4,4 %;-24;0;0,0 %;-48
DIE LINKE;3;3,3 %;-138;2;2,2 %;-94
BVB / FREIE WÄHLER;6;6,6 %;+15;4;4,4 %;-01
FDP;2;2,2 %;-07;0;0,0 %;-31
Tierschutzpartei;-;-;-;1;1,1 %;-26
Plus;-;-;-;0;0,0 %;-03
BSW;-;-;-;9;9,9 %;+99
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;1;1,1 %;+11
