Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;180;-;-;180;-;-
Wählende;128;71,1 %;-;128;71,1 %;-
Ungültige Stimmen;5;3,9 %;-;5;3,9 %;-
Gültige Stimmen;123;96,1 %;-;123;96,1 %;-
SPD;48;39,0 %;-;33;26,8 %;-
AfD;48;39,0 %;-;45;36,6 %;-
CDU;8;6,5 %;-;6;4,9 %;-
GRÜNE/B 90;4;3,3 %;-;5;4,1 %;-
DIE LINKE;4;3,3 %;-;6;4,9 %;-
BVB / FREIE WÄHLER;7;5,7 %;-;3;2,4 %;-
FDP;0;0,0 %;-;1;0,8 %;-
Tierschutzpartei;-;-;-;4;3,3 %;-
Plus;1;0,8 %;-;1;0,8 %;-
BSW;-;-;-;13;10,6 %;-
III. Weg;-;-;-;1;0,8 %;-
DKP;-;-;-;0;0,0 %;-
DLW;3;2,4 %;-;3;2,4 %;-
WU;-;-;-;2;1,6 %;-
