Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;309;-;-;309;-;-
Wählende;201;65,0 %;-;201;65,0 %;-
Ungültige Stimmen;5;2,5 %;-;2;1,0 %;-
Gültige Stimmen;196;97,5 %;-;199;99,0 %;-
SPD;47;24,0 %;-;47;23,6 %;-
AfD;101;51,5 %;-;95;47,7 %;-
CDU;34;17,3 %;-;23;11,6 %;-
GRÜNE/B 90;0;0,0 %;-;2;1,0 %;-
DIE LINKE;7;3,6 %;-;3;1,5 %;-
BVB / FREIE WÄHLER;4;2,0 %;-;2;1,0 %;-
FDP;3;1,5 %;-;1;0,5 %;-
Tierschutzpartei;-;-;-;4;2,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;20;10,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,5 %;-
WU;-;-;-;1;0,5 %;-
EB Hoffmann;0;0,0 %;-;-;-;-
