Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;751;-;-;751;-;-
Ungültige Stimmen;2;0,3 %;-03;2;0,3 %;-01
Gültige Stimmen;749;99,7 %;+03;749;99,7 %;+01
SPD;256;34,2 %;+107;258;34,4 %;+126
AfD;47;6,3 %;-12;41;5,5 %;-24
CDU;83;11,1 %;-33;83;11,1 %;-25
GRÜNE/B 90;228;30,4 %;+21;190;25,4 %;-54
DIE LINKE;78;10,4 %;-55;61;8,1 %;-61
BVB / FREIE WÄHLER;18;2,4 %;-04;8;1,1 %;-10
FDP;14;1,9 %;-24;13;1,7 %;-33
Tierschutzpartei;25;3,3 %;+33;13;1,7 %;-02
Plus;-;-;-;23;3,1 %;+11
BSW;-;-;-;56;7,5 %;+75
III. Weg;-;-;-;1;0,1 %;+01
DKP;-;-;-;1;0,1 %;+01
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;1;0,1 %;+01
