Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.076;-;-;1.076;-;-
Wählende;474;44,1 %;-;474.0;44,1 %;-
Ungültige Stimmen;7;1,5 %;-;1.0;0,2 %;-
Gültige Stimmen;467;98,5 %;-;473.0;99,8 %;-
SPD;83;17,8 %;-;81.0;17,1 %;-
AfD;267;57,2 %;-;240.0;50,7 %;-
CDU;26;5,6 %;-;24.0;5,1 %;-
GRÜNE/B 90;4;0,9 %;-;3.0;0,6 %;-
DIE LINKE;20;4,3 %;-;2.0;0,4 %;-
BVB / FREIE WÄHLER;55;11,8 %;-;25.0;5,3 %;-
FDP;6;1,3 %;-;4.0;0,8 %;-
Tierschutzpartei;-;-;-;13.0;2,7 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;69.0;14,6 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;6;1,3 %;-;6.0;1,3 %;-
WU;-;-;-;3.0;0,6 %;-
