Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;319;-;-;319;-;-
Wählende;194;60,8 %;-;194;60,8 %;-
Ungültige Stimmen;3;1,5 %;-;0;0,0 %;-
Gültige Stimmen;191;98,5 %;-;194;100,0 %;-
SPD;53;27,7 %;-;46;23,7 %;-
AfD;74;38,7 %;-;67;34,5 %;-
CDU;34;17,8 %;-;26;13,4 %;-
GRÜNE/B 90;5;2,6 %;-;4;2,1 %;-
DIE LINKE;6;3,1 %;-;2;1,0 %;-
BVB / FREIE WÄHLER;16;8,4 %;-;7;3,6 %;-
FDP;3;1,6 %;-;2;1,0 %;-
Tierschutzpartei;-;-;-;6;3,1 %;-
Plus;-;-;-;1;0,5 %;-
BSW;-;-;-;29;14,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;1,5 %;-
WU;-;-;-;1;0,5 %;-
