Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;640;-;-;640;-;-
Ungültige Stimmen;8;1,2 %;-;3;0,5 %;-
Gültige Stimmen;632;98,8 %;-;637;99,5 %;-
SPD;203;32,1 %;-;199;31,2 %;-
AfD;56;8,9 %;-;50;7,8 %;-
CDU;87;13,8 %;-;77;12,1 %;-
GRÜNE/B 90;145;22,9 %;-;123;19,3 %;-
DIE LINKE;73;11,6 %;-;53;8,3 %;-
BVB / FREIE WÄHLER;27;4,3 %;-;5;0,8 %;-
FDP;9;1,4 %;-;9;1,4 %;-
Tierschutzpartei;32;5,1 %;-;17;2,7 %;-
Plus;-;-;-;27;4,2 %;-
BSW;-;-;-;74;11,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
