Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;737;-;-;737;-;-
Ungültige Stimmen;8;1,1 %;-;1;0,1 %;-
Gültige Stimmen;729;98,9 %;-;736;99,9 %;-
SPD;233;32,0 %;-;265;36,0 %;-
AfD;78;10,7 %;-;57;7,7 %;-
CDU;79;10,8 %;-;69;9,4 %;-
GRÜNE/B 90;143;19,6 %;-;93;12,6 %;-
DIE LINKE;120;16,5 %;-;79;10,7 %;-
BVB / FREIE WÄHLER;31;4,3 %;-;6;0,8 %;-
FDP;11;1,5 %;-;6;0,8 %;-
Tierschutzpartei;34;4,7 %;-;15;2,0 %;-
Plus;-;-;-;19;2,6 %;-
BSW;-;-;-;126;17,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
