Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;141;-;-;141;-;-
Wählende;91;64,5 %;-;91;64,5 %;-
Ungültige Stimmen;1;1,1 %;-;1;1,1 %;-
Gültige Stimmen;90;98,9 %;-;90;98,9 %;-
SPD;24;26,7 %;-;20;22,2 %;-
AfD;42;46,7 %;-;40;44,4 %;-
CDU;16;17,8 %;-;8;8,9 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;2;2,2 %;-;5;5,6 %;-
BVB / FREIE WÄHLER;5;5,6 %;-;3;3,3 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;0;0,0 %;-;0;0,0 %;-
BSW;-;-;-;12;13,3 %;-
III. Weg;0;0,0 %;-;1;1,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,1 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;1;1,1 %;-;-;-;-
