Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;628;-;-;628;-;-
Wählende;225;35,8 %;-;225;35,8 %;-
Ungültige Stimmen;10;4,4 %;-;4;1,8 %;-
Gültige Stimmen;215;95,6 %;-;221;98,2 %;-
SPD;84;39,1 %;-;71;32,1 %;-
AfD;97;45,1 %;-;87;39,4 %;-
CDU;10;4,7 %;-;7;3,2 %;-
GRÜNE/B 90;1;0,5 %;-;1;0,5 %;-
DIE LINKE;9;4,2 %;-;7;3,2 %;-
BVB / FREIE WÄHLER;13;6,0 %;-;6;2,7 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;5;2,3 %;-
Plus;-;-;-;2;0,9 %;-
BSW;-;-;-;32;14,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;0,5 %;-;2;0,9 %;-
WU;-;-;-;1;0,5 %;-
