Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;942;-;-;942;-;-
Wählende;448;47,6 %;-;448;47,6 %;-
Ungültige Stimmen;6;1,3 %;-;5;1,1 %;-
Gültige Stimmen;442;98,7 %;-;443;98,9 %;-
SPD;127;28,7 %;-;117;26,4 %;-
AfD;183;41,4 %;-;160;36,1 %;-
CDU;53;12,0 %;-;32;7,2 %;-
GRÜNE/B 90;13;2,9 %;-;14;3,2 %;-
DIE LINKE;38;8,6 %;-;21;4,7 %;-
BVB / FREIE WÄHLER;22;5,0 %;-;12;2,7 %;-
FDP;6;1,4 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;9;2,0 %;-
Plus;-;-;-;10;2,3 %;-
BSW;-;-;-;66;14,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,2 %;-
