Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;99;-;-;99;-;-
Wählende;49;49,5 %;-;49;49,5 %;-
Ungültige Stimmen;1;2,0 %;-;0;0,0 %;-
Gültige Stimmen;48;98,0 %;-;49;100,0 %;-
SPD;11;22,9 %;-;6;12,2 %;-
AfD;31;64,6 %;-;28;57,1 %;-
CDU;3;6,2 %;-;1;2,0 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;0;0,0 %;-;2;4,1 %;-
BVB / FREIE WÄHLER;1;2,1 %;-;1;2,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;7;14,3 %;-
III. Weg;2;4,2 %;-;4;8,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
