Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;11.769;-;-;11.769;-;-
Wählende;8.039;68,3 %;+148;8.039;68,3 %;+148
Ungültige Stimmen;134;1,7 %;-42;87.0;1,1 %;-05
Gültige Stimmen;7.905;98,3 %;+42;7.952;98,9 %;+05
SPD;1.824;23,1 %;-14;1.92;24,1 %;+12
AfD;3.469;43,9 %;+439;3.266;41,1 %;+64
CDU;1.070;13,5 %;-132;783.0;9,8 %;-75
GRÜNE/B 90;80;1,0 %;-20;82.0;1,0 %;-23
DIE LINKE;552;7,0 %;-62;223.0;2,8 %;-76
BVB / FREIE WÄHLER;763;9,7 %;+10;167.0;2,1 %;-13
FDP;85;1,1 %;-44;49.0;0,6 %;-36
Tierschutzpartei;-;-;-;162.0;2,0 %;-02
Plus;-;-;-;28.0;0,4 %;-08
BSW;-;-;-;1.201;15,1 %;+151
III. Weg;-;-;-;11.0;0,1 %;+01
DKP;62;0,8 %;+08;18.0;0,2 %;+02
DLW;-;-;-;29.0;0,4 %;+04
WU;-;-;-;13.0;0,2 %;+02
