Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.118;-;-;1.118;-;-
Wählende;498;44,5 %;-;498.0;44,5 %;-
Ungültige Stimmen;16;3,2 %;-;7.0;1,4 %;-
Gültige Stimmen;482;96,8 %;-;491.0;98,6 %;-
SPD;158;32,8 %;-;142.0;28,9 %;-
AfD;199;41,3 %;-;175.0;35,6 %;-
CDU;51;10,6 %;-;41.0;8,4 %;-
GRÜNE/B 90;7;1,5 %;-;1.0;0,2 %;-
DIE LINKE;44;9,1 %;-;14.0;2,9 %;-
BVB / FREIE WÄHLER;22;4,6 %;-;7.0;1,4 %;-
FDP;1;0,2 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;10.0;2,0 %;-
Plus;-;-;-;3.0;0,6 %;-
BSW;-;-;-;91.0;18,5 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;3.0;0,6 %;-
WU;-;-;-;1.0;0,2 %;-
