Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;107;-;-;107;-;-
Ungültige Stimmen;4;3,7 %;+29;1;0,9 %;+03
Gültige Stimmen;103;96,3 %;-29;106;99,1 %;-03
SPD;24;23,3 %;+31;31;29,2 %;+51
AfD;29;28,2 %;+106;23;21,7 %;+28
CDU;30;29,1 %;+36;23;21,7 %;+14
GRÜNE/B 90;2;1,9 %;-76;5;4,7 %;-50
DIE LINKE;2;1,9 %;-123;2;1,9 %;-108
BVB / FREIE WÄHLER;9;8,7 %;+19;2;1,9 %;-24
FDP;2;1,9 %;-33;1;0,9 %;-48
Tierschutzpartei;-;-;-;1;0,9 %;-13
Plus;1;1,0 %;+10;1;0,9 %;-06
BSW;-;-;-;15;14,2 %;+142
III. Weg;-;-;-;0;0,0 %;00
DKP;0;0,0 %;-08;0;0,0 %;00
DLW;-;-;-;1;0,9 %;+09
WU;-;-;-;1;0,9 %;+09
Demokraten BB;4;3,9 %;+39;-;-;-
