Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;455;-;-;455;-;-
Wählende;234;51,4 %;-;234;51,4 %;-
Ungültige Stimmen;3;1,3 %;-;3;1,3 %;-
Gültige Stimmen;231;98,7 %;-;231;98,7 %;-
SPD;64;27,7 %;-;68;29,4 %;-
AfD;83;35,9 %;-;75;32,5 %;-
CDU;54;23,4 %;-;35;15,2 %;-
GRÜNE/B 90;0;0,0 %;-;3;1,3 %;-
DIE LINKE;5;2,2 %;-;4;1,7 %;-
BVB / FREIE WÄHLER;10;4,3 %;-;4;1,7 %;-
FDP;7;3,0 %;-;3;1,3 %;-
Tierschutzpartei;-;-;-;1;0,4 %;-
Plus;4;1,7 %;-;2;0,9 %;-
BSW;-;-;-;31;13,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;5;2,2 %;-
EB Gliese;4;1,7 %;-;-;-;-
