Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;105;-;-;105;-;-
Wählende;74;70,5 %;-;74;70,5 %;-
Ungültige Stimmen;2;2,7 %;-;1;1,4 %;-
Gültige Stimmen;72;97,3 %;-;73;98,6 %;-
SPD;30;41,7 %;-;30;41,1 %;-
AfD;24;33,3 %;-;27;37,0 %;-
CDU;15;20,8 %;-;8;11,0 %;-
GRÜNE/B 90;1;1,4 %;-;1;1,4 %;-
DIE LINKE;-;-;-;2;2,7 %;-
BVB / FREIE WÄHLER;2;2,8 %;-;1;1,4 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;2,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;2;2,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
