Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;146;-;-;146;-;-
Wählende;88;60,3 %;+123;88;60,3 %;+123
Ungültige Stimmen;2;2,3 %;+08;2;2,3 %;+11
Gültige Stimmen;86;97,7 %;-08;86;97,7 %;-11
SPD;28;32,6 %;+73;21;24,4 %;-04
AfD;29;33,7 %;+33;23;26,7 %;-41
CDU;13;15,1 %;-12;8;9,3 %;-63
GRÜNE/B 90;0;0,0 %;-60;2;2,3 %;-36
DIE LINKE;7;8,1 %;-25;2;2,3 %;-62
BVB / FREIE WÄHLER;6;7,0 %;-09;2;2,3 %;-34
FDP;1;1,2 %;-24;0;0,0 %;-44
Tierschutzpartei;-;-;-;2;2,3 %;-04
Plus;-;-;-;1;1,2 %;-02
BSW;-;-;-;20;23,3 %;+233
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;2;2,3 %;+23;4;4,7 %;+47
WU;-;-;-;1;1,2 %;+12
